Date,USD,EUR,JPY,GBP,CAD,CHF,INR,CNY,TRY,SAR,IDR,AED,THB,VND,EGP,KRW,RUB,ZAR,AUD
28-02-2019,"1,320.10","1,163.20","1,45,802.60","1,014.50","1,743.10","1,322.10","93,948.40","8,896.70","6,968.70","4,950.70","1,85,35,814.30","4,848.60","41,324.50","3,06,25,199.40","23,197.00","14,81,864.30","86,902.50","18,265.70","1,848.90"
29-03-2019,"1,300.90","1,151.60","1,44,597.90",988.3,"1,739.60","1,301.70","90,434.90","8,733.80","7,117.30","4,878.80","1,84,89,451.30","4,778.20","41,301.50","3,01,75,608.30","22,598.70","14,73,146.10","84,794.30","18,713.00","1,837.20"
30-04-2019,"1,286.50","1,145.40","1,43,599.20",987,"1,721.10","1,296.60","89,277.30","8,642.10","7,408.80","4,824.70","1,82,03,057.40","4,725.10","40,976.00","2,98,61,204.10","22,215.80","14,70,858.00","83,162.40","18,210.70","1,810.00"
31-05-2019,"1,284.00","1,147.90","1,41,154.90","1,000.00","1,728.30","1,297.40","89,646.70","8,805.00","7,752.00","4,816.10","1,84,72,764.60","4,715.90","40,818.20","2,99,79,855.80","21,843.60","15,20,384.00","83,347.80","18,515.90","1,849.20"
28-06-2019,"1,359.00","1,203.20","1,46,882.10","1,072.20","1,805.70","1,342.60","94,321.70","9,375.70","7,894.20","5,098.10","1,93,06,881.90","4,991.70","42,260.50","3,17,17,769.20","22,742.70","15,93,734.00","87,068.00","19,816.80","1,956.70"
31-07-2019,"1,413.00","1,260.10","1,52,985.70","1,133.70","1,851.40","1,396.00","97,152.70","9,719.00","8,003.40","5,299.60","1,98,28,537.80","5,189.80","43,522.30","3,28,12,372.30","23,472.00","16,63,240.70","89,350.70","19,841.20","2,024.40"
30-08-2019,"1,498.80","1,346.90","1,59,181.80","1,232.90","1,989.50","1,467.00","1,06,666.70","10,583.90","8,459.10","5,623.90","2,13,42,739.60","5,505.10","46,097.30","3,47,91,826.60","24,836.80","18,14,607.60","98,665.60","22,735.50","2,213.00"
30-09-2019,"1,511.30","1,372.70","1,62,408.10","1,223.70","2,001.30","1,496.90","1,07,843.60","10,757.60","8,626.60","5,675.90","2,13,02,105.60","5,551.10","46,200.00","3,50,71,512.80","24,776.30","18,06,623.00","98,099.20","22,451.30","2,219.50"
31-10-2019,"1,494.80","1,351.90","1,61,656.30","1,181.80","1,971.70","1,484.60","1,06,159.20","10,607.10","8,663.40","5,606.70","2,10,94,255.00","5,490.30","45,378.70","3,46,84,687.90","24,261.80","17,69,162.10","96,168.90","22,284.20","2,199.30"
29-11-2019,"1,470.00","1,330.70","1,60,083.70","1,141.20","1,945.90","1,460.20","1,05,094.50","10,321.30","8,442.60","5,512.80","2,06,88,047.90","5,399.20","44,470.00","3,41,06,064.50","23,707.10","17,18,076.10","93,890.40","21,750.30","2,153.60"
31-12-2019,"1,476.00","1,328.70","1,61,022.40","1,125.90","1,945.40","1,451.70","1,05,015.00","10,356.70","8,626.10","5,536.10","2,06,79,369.50","5,421.50","44,617.90","3,42,06,829.80","23,753.20","17,36,273.60","93,010.20","21,339.30","2,147.40"
31-01-2020,"1,560.70","1,406.30","1,70,582.80","1,193.80","2,042.60","1,513.40","1,11,219.90","10,788.60","9,248.50","5,855.40","2,14,35,887.70","5,732.30","47,548.70","3,61,70,916.00","24,793.70","18,22,514.10","96,703.40","22,520.90","2,277.90"
28-02-2020,"1,597.10","1,464.70","1,75,746.60","1,233.00","2,121.50","1,559.70","1,14,267.80","11,175.60","9,694.00","5,991.40","2,20,56,282.10","5,866.10","50,042.30","3,71,16,260.60","25,032.40","19,09,176.90","1,02,470.80","24,018.40","2,396.60"
31-03-2020,"1,591.90","1,440.20","1,71,332.50","1,288.90","2,220.00","1,526.10","1,18,723.80","11,176.60","10,092.50","5,980.60","2,41,81,258.30","5,847.20","51,070.00","3,71,85,823.80","25,016.30","19,37,177.20","1,18,693.80","26,531.80","2,562.10"
30-04-2020,"1,682.90","1,549.70","1,81,258.70","1,356.30","2,366.90","1,634.20","1,28,204.50","11,906.20","11,567.90","6,329.50","2,65,91,608.10","6,181.50","54,887.30","3,95,20,016.50","26,525.70","20,59,593.40","1,26,555.00","31,341.50","2,669.70"
29-05-2020,"1,716.40","1,573.90","1,84,070.70","1,396.40","2,398.40","1,664.20","1,29,888.10","12,193.60","11,888.30","6,448.40","2,55,69,903.80","6,304.30","55,059.30","4,00,70,889.20","27,097.10","21,09,042.30","1,24,915.60","31,203.20","2,635.10"
30-06-2020,"1,732.20","1,538.60","1,86,356.80","1,383.30","2,347.10","1,648.20","1,31,184.10","12,269.10","11,818.30","6,500.20","2,46,51,871.10","6,362.40","53,950.50","4,02,22,403.80","27,992.90","20,91,182.50","1,20,150.90","29,684.00","2,510.90"
31-07-2020,"1,843.30","1,606.00","1,96,652.50","1,452.50","2,488.10","1,719.90","1,38,099.10","12,916.90","12,680.90","6,913.90","2,68,65,511.70","6,770.50","57,898.10","4,27,29,500.20","29,501.00","22,09,539.30","1,31,928.50","30,890.50","2,620.10"
31-08-2020,"1,968.60","1,665.00","2,08,721.60","1,499.70","2,606.80","1,792.60","1,46,949.50","13,646.90","14,322.80","7,383.10","2,89,61,617.70","7,230.50","61,440.00","4,56,08,821.50","31,372.80","23,36,190.20","1,45,292.20","33,988.20","2,736.80"
30-09-2020,"1,922.20","1,630.60","2,03,024.70","1,483.70","2,541.30","1,758.70","1,41,300.80","13,095.70","14,519.20","7,210.00","2,85,50,428.90","7,060.30","60,299.80","4,45,43,374.40","30,327.50","22,64,073.70","1,46,201.00","32,162.80","2,659.00"
30-10-2020,"1,900.30","1,614.50","1,99,943.10","1,463.50","2,510.00","1,733.70","1,39,793.10","12,782.60","15,111.70","7,127.50","2,80,05,805.80","6,979.70","59,377.20","4,40,45,802.60","29,850.40","21,75,056.30","1,47,499.50","31,254.50","2,666.30"
30-11-2020,"1,863.50","1,575.00","1,94,620.50","1,411.20","2,435.30","1,697.60","1,38,286.30","12,306.40","14,838.50","6,989.10","2,64,83,616.10","6,844.60","56,735.70","4,31,66,549.00","29,179.40","20,77,126.00","1,43,134.90","28,933.10","2,560.00"
31-12-2020,"1,856.00","1,525.90","1,92,691.40","1,382.90","2,377.40","1,649.10","1,36,718.80","12,140.70","14,357.40","6,962.80","2,62,82,047.50","6,816.80","55,831.70","4,29,15,902.70","29,126.80","20,31,498.70","1,37,434.30","27,679.70","2,467.70"
29-01-2021,"1,867.00","1,533.90","1,93,742.50","1,368.80","2,375.10","1,655.70","1,36,506.70","12,078.30","13,808.60","7,003.70","2,62,61,553.00","6,857.40","56,024.50","4,30,64,561.40","29,313.60","20,53,104.60","1,38,877.30","28,260.50","2,417.00"
26-02-2021,"1,808.20","1,495.10","1,90,494.10","1,304.00","2,295.40","1,623.30","1,31,656.60","11,682.60","12,823.80","6,782.10","2,54,23,414.00","6,641.40","54,271.50","4,16,10,933.20","28,333.30","20,10,583.00","1,34,511.70","26,715.30","2,332.20"
31-03-2021,"1,718.20","1,444.10","1,86,837.20","1,239.80","2,160.40","1,597.70","1,25,113.80","11,188.40","13,197.70","6,444.70","2,47,58,578.70","6,311.00","52,915.50","3,96,15,009.40","26,993.40","19,43,733.30","1,28,026.80","25,743.50","2,229.70"
30-04-2021,"1,761.70","1,469.90","1,91,871.00","1,273.00","2,200.40","1,621.00","1,31,458.70","11,476.70","14,403.60","6,606.90","2,56,09,460.40","6,470.60","55,187.80","4,06,36,647.80","27,640.00","19,68,378.40","1,33,935.30","25,350.30","2,285.60"
31-05-2021,"1,853.20","1,525.30","2,02,224.50","1,314.90","2,245.90","1,672.20","1,35,648.20","11,916.40","15,549.20","6,950.10","2,65,17,308.20","6,806.90","57,977.30","4,27,19,714.90","29,045.70","20,83,003.70","1,36,980.10","26,005.80","2,387.60"
30-06-2021,"1,834.60","1,522.70","2,01,998.80","1,308.10","2,241.50","1,665.30","1,34,982.50","11,787.00","15,812.50","6,880.20","2,63,43,199.70","6,738.40","57,673.80","4,22,04,001.70","28,749.00","20,59,504.10","1,33,214.70","25,525.50","2,400.00"
30-07-2021,"1,807.10","1,528.50","1,99,227.90","1,308.70","2,263.10","1,658.30","1,34,706.20","11,703.40","15,534.50","6,778.00","2,62,13,330.10","6,637.50","58,995.20","4,15,73,681.70","28,344.90","20,70,517.80","1,33,706.60","26,258.20","2,435.50"
31-08-2021,"1,784.00","1,516.10","1,95,973.50","1,292.90","2,247.70","1,631.40","1,32,272.80","11,556.30","15,130.90","6,690.50","2,56,51,690.50","6,552.50","59,086.80","4,07,77,143.80","28,009.20","20,70,778.70","1,31,307.30","26,357.70","2,442.60"
30-09-2021,"1,777.30","1,510.10","1,95,762.60","1,294.00","2,250.70","1,639.80","1,30,853.30","11,476.00","15,217.90","6,665.80","2,53,39,992.90","6,527.90","58,779.40","4,04,55,513.10","27,925.70","20,84,794.00","1,29,525.90","25,919.20","2,428.80"
29-10-2021,"1,776.90","1,532.20","2,01,041.00","1,297.70","2,210.20","1,640.10","1,33,201.10","11,406.60","16,377.20","6,664.60","2,51,95,667.00","6,526.40","59,440.30","4,04,32,150.30","27,915.80","20,99,932.70","1,26,680.80","26,407.30","2,398.70"
30-11-2021,"1,820.20","1,596.00","2,07,551.80","1,353.40","2,288.70","1,678.40","1,35,577.40","11,630.80","19,640.90","6,828.00","2,60,00,026.00","6,685.70","60,247.40","4,12,85,262.60","28,607.10","21,56,619.70","1,32,717.80","28,309.00","2,494.60"
31-12-2021,"1,786.70","1,581.10","2,03,244.50","1,344.60","2,287.10","1,646.10","1,34,868.70","11,381.10","24,854.60","6,704.90","2,56,09,602.40","6,562.40","59,972.80","4,09,55,322.30","28,084.10","21,15,130.50","1,32,092.10","28,462.80","2,499.90"
31-01-2022,"1,816.80","1,604.70","2,08,538.60","1,339.80","2,291.50","1,669.70","1,35,171.70","11,546.50","24,643.40","6,817.20","2,60,48,631.60","6,673.00","60,340.50","4,12,31,394.40","28,559.70","21,72,736.20","1,39,353.90","28,096.20","2,531.10"
28-02-2022,"1,856.30","1,636.40","2,13,950.30","1,371.10","2,360.50","1,712.40","1,39,170.40","11,775.20","25,313.10","6,964.70","2,66,41,609.40","6,818.20","60,565.90","4,22,27,442.00","29,181.90","22,24,465.80","1,46,469.60","28,252.70","2,589.10"
31-03-2022,"1,947.80","1,767.80","2,31,047.80","1,479.70","2,465.80","1,811.00","1,48,441.50","12,359.30","28,464.60","7,307.50","2,79,36,901.70","7,154.40","64,768.80","4,45,25,509.70","32,611.90","23,77,470.40","2,13,895.00","29,147.90","2,642.00"
29-04-2022,"1,933.90","1,790.20","2,44,418.00","1,496.60","2,442.60","1,828.10","1,47,318.30","12,449.70","28,463.60","7,253.50","2,78,41,552.20","7,103.20","65,382.80","4,43,12,718.00","35,643.30","23,93,881.70","1,54,494.20","29,156.10","2,627.00"
31-05-2022,"1,848.30","1,747.40","2,37,982.20","1,485.80","2,374.90","1,810.90","1,42,941.40","12,387.60","28,912.90","6,933.00","2,69,50,906.00","6,788.80","63,618.90","4,26,78,319.70","34,084.70","23,41,850.80","1,19,450.80","29,378.80","2,623.00"
30-06-2022,"1,833.80","1,738.80","2,46,547.40","1,492.00","2,354.00","1,780.80","1,43,296.00","12,286.60","31,151.60","6,880.90","2,70,22,320.00","6,735.70","64,203.60","4,25,83,457.40","34,363.10","23,51,369.80","1,04,487.50","29,086.50","2,619.60"
29-07-2022,"1,736.40","1,706.50","2,37,301.00","1,448.60","2,246.80","1,684.10","1,38,158.70","11,693.40","30,314.80","6,520.70","2,60,12,368.90","6,377.70","63,148.50","4,05,87,569.90","32,815.70","22,71,480.40","1,04,118.80","29,255.40","2,534.50"
31-08-2022,"1,765.70","1,742.90","2,38,548.10","1,472.40","2,279.90","1,689.50","1,40,407.90","11,998.80","31,806.60","6,633.30","2,61,75,870.80","6,485.30","63,243.50","4,13,17,558.10","33,812.80","23,30,142.20","1,07,486.90","29,471.80","2,536.40"
30-09-2022,"1,683.00","1,701.10","2,40,971.00","1,487.80","2,243.70","1,639.30","1,35,064.60","11,809.00","30,823.40","6,326.70","2,52,38,560.80","6,181.50","62,357.00","3,97,58,371.90","32,640.10","23,49,445.50","1,01,225.90","29,599.30","2,523.10"
31-10-2022,"1,664.50","1,691.60","2,44,796.50","1,472.70","2,279.80","1,657.20","1,37,027.70","11,967.50","30,934.10","6,255.20","2,56,79,117.60","6,113.50","63,137.90","4,04,79,278.30","33,621.90","23,75,480.90","1,03,134.80","30,155.10","2,616.90"
30-11-2022,"1,726.50","1,691.10","2,45,214.30","1,469.40","2,320.00","1,663.30","1,40,948.00","12,378.50","32,122.90","6,489.30","2,70,27,278.80","6,341.20","62,703.40","4,28,50,409.80","42,183.00","23,40,050.50","1,05,476.40","30,111.40","2,612.60"
30-12-2022,"1,796.70","1,699.00","2,43,072.10","1,473.00","2,443.00","1,675.70","1,48,133.80","12,541.40","33,516.10","6,756.30","2,79,86,340.70","6,599.00","62,512.20","4,27,85,129.00","44,314.30","23,34,662.60","1,18,221.70","31,136.60","2,663.80"
31-01-2023,"1,898.60","1,761.20","2,47,450.30","1,551.20","2,547.60","1,754.90","1,55,143.80","12,884.90","35,666.90","7,130.80","2,88,93,752.90","6,973.70","62,998.60","4,45,40,067.80","55,005.60","23,59,711.40","1,32,847.80","32,473.60","2,729.50"
28-02-2023,"1,854.50","1,732.60","2,46,704.00","1,534.60","2,494.40","1,716.50","1,53,245.70","12,684.80","34,952.60","6,958.10","2,81,02,320.80","6,811.70","63,209.40","4,38,11,565.00","56,544.20","23,71,350.60","1,36,450.30","33,207.80","2,688.90"
31-03-2023,"1,912.70","1,785.60","2,55,594.10","1,574.90","2,616.60","1,770.80","1,57,347.70","13,183.20","36,363.10","7,182.30","2,92,19,135.00","7,024.80","65,917.80","4,51,50,049.30","59,020.50","24,95,478.40","1,46,196.00","34,928.60","2,865.70"
28-04-2023,"2,000.40","1,823.50","2,67,106.30","1,606.60","2,696.90","1,795.40","1,63,940.80","13,781.60","38,715.90","7,503.40","2,97,56,046.90","7,346.10","68,486.90","4,69,54,718.20","61,802.90","26,48,463.20","1,62,662.90","36,357.50","2,988.90"
31-05-2023,"1,990.20","1,833.40","2,72,911.00","1,595.30","2,691.10","1,787.20","1,63,859.50","13,916.00","39,355.10","7,464.00","2,95,35,796.70","7,308.50","68,102.00","4,67,01,669.70","61,518.50","26,43,769.50","1,57,892.80","38,025.10","2,998.30"
30-06-2023,"1,942.90","1,791.70","2,74,668.30","1,537.80","2,580.60","1,748.70","1,59,632.70","13,915.50","46,187.90","7,287.40","2,90,16,370.10","7,136.20","67,819.20","4,56,84,844.20","60,048.40","25,18,293.20","1,62,816.00","36,376.00","2,891.90"
31-07-2023,"1,948.90","1,762.60","2,75,018.20","1,512.40","2,575.30","1,702.10","1,60,112.00","14,008.10","51,630.80","7,310.70","2,93,14,282.30","7,158.10","67,400.00","4,61,31,028.60","60,195.50","25,00,263.60","1,76,583.10","35,396.50","2,891.90"
31-08-2023,"1,920.00","1,759.00","2,77,878.80","1,510.20","2,586.70","1,685.80","1,59,014.40","13,915.00","51,673.70","7,202.70","2,92,77,990.90","7,052.30","67,242.70","4,58,04,081.80","59,343.30","25,39,661.00","1,83,421.80","36,075.80","2,959.00"
29-09-2023,"1,917.00","1,795.60","2,83,307.80","1,547.20","2,595.10","1,723.40","1,59,201.00","13,989.40","51,792.10","7,190.40","2,94,71,703.80","7,041.00","68,747.90","4,64,33,709.00","59,250.30","25,57,380.60","1,85,336.10","36,380.60","2,984.10"
31-10-2023,"1,913.00","1,811.10","2,86,117.10","1,571.60","2,623.00","1,728.70","1,59,152.80","14,012.80","53,351.30","7,176.00","3,01,60,141.00","7,026.60","69,776.30","4,68,39,331.10","59,102.90","25,84,902.90","1,85,563.80","36,414.40","3,014.10"
30-11-2023,"1,985.30","1,835.60","2,97,356.20","1,597.30","2,721.80","1,768.10","1,65,308.60","14,336.60","56,897.10","7,446.70","3,09,15,386.30","7,291.50","70,330.10","4,83,06,064.90","61,349.90","25,92,221.60","1,79,503.80","36,820.90","3,053.40"
29-12-2023,"2,029.30","1,863.70","2,92,875.30","1,604.70","2,729.80","1,760.10","1,68,959.20","14,494.40","58,960.10","7,611.90","3,14,71,452.20","7,452.50","71,162.50","4,92,85,749.10","62,707.90","26,49,155.10","1,84,600.50","37,872.00","3,042.20"
31-01-2024,"2,034.00","1,866.20","2,97,585.60","1,601.90","2,731.00","1,747.60","1,69,014.30","14,587.60","61,198.80","7,628.30","3,17,99,590.10","7,470.80","71,659.40","4,97,67,904.20","62,846.20","26,99,336.00","1,81,938.70","38,254.80","3,065.80"
29-02-2024,"2,023.20","1,874.90","3,02,744.50","1,602.30","2,731.30","1,775.50","1,67,816.20","14,554.60","62,345.80","7,587.80","3,16,83,290.60","7,431.20","72,579.20","4,95,47,043.20","62,529.80","26,96,579.10","1,85,657.10","38,484.90","3,102.10"
29-03-2024,"2,158.00","1,984.90","3,23,219.70","1,697.50","2,921.50","1,917.00","1,79,167.30","15,539.50","69,122.80","8,093.50","3,38,78,483.50","7,925.70","77,562.10","5,33,38,083.30","98,043.90","28,74,967.20","1,98,054.80","40,686.20","3,290.50"
30-04-2024,"2,335.50","2,178.30","3,59,556.80","1,866.30","3,195.10","2,125.70","1,94,801.20","16,903.80","75,523.70","8,760.30","3,75,93,767.00","8,577.40","85,914.10","5,88,23,276.70","1,11,727.40","32,01,245.90","2,17,364.00","44,091.10","3,590.00"
31-05-2024,"2,352.10","2,175.40","3,66,901.80","1,861.20","3,215.10","2,138.20","1,96,081.40","17,015.60","75,862.10","8,821.90","3,78,12,708.40","8,639.40","86,147.10","5,98,39,638.60","1,11,129.40","32,11,563.30","2,14,371.10","43,302.10","3,550.30"
28-06-2024,"2,326.30","2,161.70","3,67,235.30","1,829.80","3,188.40","2,078.20","1,94,136.90","16,876.20","75,811.90","8,726.70","3,80,33,570.70","8,544.60","85,387.50","5,91,90,504.50","1,11,071.30","32,11,590.60","2,04,532.60","42,807.00","3,502.10"
